Medicamento,Departamento,Mes,Ventas
Morfina solucion 3%  solución inyectable – frasco vial,Bolívar,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Bolívar,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Bolívar,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Bolívar,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Bolívar,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Bolívar,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Bolívar,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Bolívar,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Bolívar,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Bolívar,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,Ene,0
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,Feb,0
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,Mar,0
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,Abr,0
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,May,0
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,Jun,0
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,Jul,0
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,Ago,0
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Boyacá,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,Ene,0
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,Feb,0
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,Mar,0
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,Abr,0
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,May,0
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,Jun,0
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,Jul,0
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,Ago,0
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Caldas,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,Ene,0
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,Feb,0
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,Mar,0
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,Abr,0
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,May,0
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,Jun,0
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,Jul,0
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,Ago,0
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Caquetá,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,Ene,0
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,Feb,0
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,Mar,0
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,Abr,0
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,May,0
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,Jun,0
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,Jul,0
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,Ago,0
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Casanare,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cauca,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,Ago,4
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cesar,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,Ene,0
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,Feb,0
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,Mar,0
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,Abr,0
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,May,0
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,Jun,0
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,Jul,0
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,Ago,2
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Chocó,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,Ene,0
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,Feb,33
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,Mar,0
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,Abr,0
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,May,0
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,Jun,0
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,Jul,0
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,Ago,2
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Córdoba,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Cundinamarca,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,La Guajira,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,Ene,0
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guainía,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,Ene,0
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,Feb,0
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,Mar,0
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,Abr,0
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,May,0
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,Jun,0
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,Jul,0
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,Ago,0
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Guaviare,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Huila,Ene,0
Morfina solucion 3%  solución inyectable – frasco vial,Huila,Feb,4
Morfina solucion 3%  solución inyectable – frasco vial,Huila,Mar,38
Morfina solucion 3%  solución inyectable – frasco vial,Huila,Abr,58
Morfina solucion 3%  solución inyectable – frasco vial,Huila,May,3
Morfina solucion 3%  solución inyectable – frasco vial,Huila,Jun,59
Morfina solucion 3%  solución inyectable – frasco vial,Huila,Jul,38
Morfina solucion 3%  solución inyectable – frasco vial,Huila,Ago,30
Morfina solucion 3%  solución inyectable – frasco vial,Huila,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Huila,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Huila,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Huila,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Magdalena,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Meta,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Nariño,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,Ene,1
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,Feb,3
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,Mar,8
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,Abr,2
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,May,11
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,Jun,2
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,Jul,5
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,Ago,5
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Norte de Santander,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Putumayo,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Quindío,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,Ene,94
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,Feb,0
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,Mar,115
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Risaralda,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,San Andrés y Providencia,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santander,Ene,101
Morfina solucion 3%  solución inyectable – frasco vial,Santander,Feb,58
Morfina solucion 3%  solución inyectable – frasco vial,Santander,Mar,102
Morfina solucion 3%  solución inyectable – frasco vial,Santander,Abr,208
Morfina solucion 3%  solución inyectable – frasco vial,Santander,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santander,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santander,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santander,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santander,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santander,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santander,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santander,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Sucre,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,Ene,14
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,Feb,31
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,Mar,28
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,Abr,7
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,May,25
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,Jun,29
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,Jul,0
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Tolima,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,Ene,142
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,Feb,174
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,Mar,195
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,Abr,170
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,May,192
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,Jun,225
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,Jul,217
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,Ago,313
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Valle del Cauca,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vaupés,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,Ene,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,Feb,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,Mar,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,Abr,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,May,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,Jun,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,Jul,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,Ago,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Vichada,Dic,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,Ene,71
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,Feb,40
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,Mar,102
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,Abr,105
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,May,126
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,Jun,116
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,Jul,90
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,Ago,106
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,Sep,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,Oct,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,Nov,NA
Morfina solucion 3%  solución inyectable – frasco vial,Santafé de Bogotá,Dic,NA
Morfina solucion 3% solución oral,Amazonas,Ene,0
Morfina solucion 3% solución oral,Amazonas,Feb,0
Morfina solucion 3% solución oral,Amazonas,Mar,0
Morfina solucion 3% solución oral,Amazonas,Abr,0
Morfina solucion 3% solución oral,Amazonas,May,3
Morfina solucion 3% solución oral,Amazonas,Jun,5
Morfina solucion 3% solución oral,Amazonas,Jul,3
Morfina solucion 3% solución oral,Amazonas,Ago,0
Morfina solucion 3% solución oral,Amazonas,Sep,38
Morfina solucion 3% solución oral,Amazonas,Oct,NA
Morfina solucion 3% solución oral,Amazonas,Nov,NA
Morfina solucion 3% solución oral,Amazonas,Dic,NA
Morfina solucion 3% solución oral,Antioquia,Ene,1325
Morfina solucion 3% solución oral,Antioquia,Feb,1874
Morfina solucion 3% solución oral,Antioquia,Mar,1485
Morfina solucion 3% solución oral,Antioquia,Abr,1847
Morfina solucion 3% solución oral,Antioquia,May,2229
Morfina solucion 3% solución oral,Antioquia,Jun,1181
Morfina solucion 3% solución oral,Antioquia,Jul,2292
Morfina solucion 3% solución oral,Antioquia,Ago,1463
Morfina solucion 3% solución oral,Antioquia,Sep,2434
Morfina solucion 3% solución oral,Antioquia,Oct,NA
Morfina solucion 3% solución oral,Antioquia,Nov,NA
Morfina solucion 3% solución oral,Antioquia,Dic,NA
Morfina solucion 3% solución oral,Arauca,Ene,10
Morfina solucion 3% solución oral,Arauca,Feb,16
Morfina solucion 3% solución oral,Arauca,Mar,4
Morfina solucion 3% solución oral,Arauca,Abr,NA
Morfina solucion 3% solución oral,Arauca,May,95
Morfina solucion 3% solución oral,Arauca,Jun,9
Morfina solucion 3% solución oral,Arauca,Jul,21
Morfina solucion 3% solución oral,Arauca,Ago,3
Morfina solucion 3% solución oral,Arauca,Sep,NA
Morfina solucion 3% solución oral,Arauca,Oct,NA
Morfina solucion 3% solución oral,Arauca,Nov,NA
Morfina solucion 3% solución oral,Arauca,Dic,NA
Morfina solucion 3% solución oral,Atlántico,Ene,119
Morfina solucion 3% solución oral,Atlántico,Feb,156
Morfina solucion 3% solución oral,Atlántico,Mar,147
Morfina solucion 3% solución oral,Atlántico,Abr,251
Morfina solucion 3% solución oral,Atlántico,May,111
Morfina solucion 3% solución oral,Atlántico,Jun,97
Morfina solucion 3% solución oral,Atlántico,Jul,244
Morfina solucion 3% solución oral,Atlántico,Ago,158
Morfina solucion 3% solución oral,Atlántico,Sep,NA
Morfina solucion 3% solución oral,Atlántico,Oct,NA
Morfina solucion 3% solución oral,Atlántico,Nov,NA
Morfina solucion 3% solución oral,Atlántico,Dic,NA
Morfina solucion 3% solución oral,Bolívar,Ene,23
